,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
9997,2023-00044262,,,,,,Vandalism,Investigation Pending
9998,2023-00044274,,,,,,Sex Offense,Arrest
9999,2023-00044277,,,,,,Theft,Active/Pending
10000,2023-00044287,,,,,,Theft,Investigation Pending
10001,2023-00044335,,,,,,Lost Property,CBE
10002,2023-00044387,,,,,,Theft,Active/Pending
10003,2023-00044407,,,,,,Overdose,Summons Issued
10004,2023-00044419,,,,,,Injured/Sick Person,CBE
10005,2023-00044508,,,,,,Theft,Investigation Pending
10006,2023-00044514,,,,,,Injured Officer,CBE
10007,2023-00044527,,,,,,Theft,Investigation Pending
10008,2023-00044530,,,,,,Theft,Investigation Pending
10009,2023-00044587,,,,,,Harassment/Stalking (Title IX Related),CBE
10010,2023-00044848,,,,,,Theft,Active/Pending
10011,2023-00044854,,,,,,Fire,Investigation Pending
10012,2023-00044981,,,,,,Vandalism,Active/Pending
10013,2023-00045063,,,,,,DWI/DUI,Arrest
10014,2023-00045171,,,,,,Vandalism,Arrest
10015,2023-00045197,,,,,,Injured/Sick Person,CBE
10016,2023-00045458,,,,,,Theft,Investigation Pending
10017,2023-00045527,,,,,,Dept Property Damage/Loss,CBE
10018,2023-00045605,,,,,,Injured/Sick Person,CBE
10019,2023-00045776,,,,,,Dept Property Damage/Loss,CBE
10020,2023-00045812,,,,,,Other Incident,CBE
10021,2023-00045822,,,,,,Trespassing,Arrest
10022,2023-00045830,,,,,,Vandalism,Investigation Pending
10023,2023-00046003,,,,,,Theft,Arrest
10024,2023-00046070,,,,,,Injured/Sick Person,CBE
10025,2023-00046370,,,,,,Theft,Investigation Pending
10026,2023-00046377,,,,,,Damage to State Property,Active/Pending
10027,2023-00046534,,,,,,Assist Other Agency / Robbery,CBE
10028,2023-00046676,,,,,,Emergency Petition,CBE
10029,2023-00047003,,,,,,Emergency Petition,CBE
10030,2023-00047074,,,,,,Warrant/Summons Service,Arrest
10031,2023-00047223,,,,,,Fire,CBE
10032,2023-00047308,,,,,,Vandalism,Active/Pending
10033,2023-00047488,,,,,,DWI/DUI,Arrest
10034,2023-00047934,,,,,,Burglary,Investigation Pending
10035,2023-00048009,,,,,,Death Investigation,CBE
10036,2023-00048150,,,,,,Assault,CBE
10037,2023-00048288,,,,,,Suspicious Person/Auto,Active/Pending
10038,2023-00048375,,,,,,Other Incident,CBE
10039,2023-00048495,,,,,,Death Investigation,Active/Pending
10040,2023-00048499,,,,,,Vandalism,Investigation Pending
10041,2023-00048578,,,,,,Theft,Active/Pending
10042,2023-00048580,,,,,,Vandalism,Investigation Pending
10043,2023-00048621,,,,,,Injured/Sick Person,CBE
10044,2023-00048900,,,,,,Injured/Sick Person,CBE
10045,2023-00048913,,,,,,Vandalism,Investigation Pending
10046,2023-00048996,,,,,,Damaged Property,CBE
10047,2023-00049278,,,,,,Damage to State Property,Active/Pending
10048,2023-00049292,,,,,,Injured/Sick Person,CBE
10049,2023-00049741,,,,,,Assault,Arrest
10050,2023-00049900,,,,,,Theft,Arrest
10051,2023-00049946,,,,,,Emergency Petition,CBE
10052,2023-00050065,,,,,,Assist Other Agency / Other,CBE
10053,2023-00050066,,,,,,Theft,Investigation Pending
10054,2023-00050153,,,,,,Threat Assessment,Active/Pending
10055,2023-00050383,,,,,,Theft,Arrest
10056,2023-00050427,,,,,,Damage to State Property,Active/Pending
10057,2023-00050508,,,,,,Suspicious Activity,Active/Pending
10058,2023-00050696,,,,,,Harassment/Stalking (Title IX Related),CBE
10059,2023-00050928,,,,,,Assist Other Agency / Theft,CBE
10060,2023-00051026,,,,,,Theft,Investigation Pending
10061,2023-00051159,,,,,,Assist Other Agency / Assault,Active/Pending
10062,2023-00051366,,,,,,Vandalism,Investigation Pending
10063,2023-00051446,,,,,,Injured/Sick Person,CBE
10064,2023-00051517,,,,,,Suspicious Person/Auto,CBE
10065,2023-00051587,,,,,,Assist Other Agency (Title IX Related) / Indecent Exposure,Active/Pending
10066,2023-00051609,,,,,,Assist Fire Department,Active/Pending
10067,2023-00051684,,,,,,Dept Property Damage/Loss,Active/Pending
10068,2023-00051775,,,,,,CDS Violation,Arrest
10069,2023-00052026,,,,,,Damage to State Property,Active/Pending
10070,2023-00052030,,,,,,Suspicious Activity,Active/Pending
10071,2023-00052083,,,,,,Injured Officer,CBE
10072,2023-00052291,,,,,,Lost Property,CBE
10073,2023-00052345,,,,,,Assist Other Agency / Other,CBE
10074,2023-00052346,,,,,,Emergency Petition,CBE
10075,2023-00052645,,,,,,Assist Other Agency / Shoplifter,CBE
10076,2023-00052649,,,,,,Theft,Investigation Pending
10077,2023-00052666,,,,,,Suspicious Person/Auto,Active/Pending
10078,2023-00052794,,,,,,DWI/DUI,Arrest
10079,2023-00052853,,,,,,Theft,Investigation Pending
10080,2023-00052978,,,,,,Vandalism,Active/Pending
10081,2023-00053244,,,,,,Other Incident,Active/Pending
10082,2023-00053354,,,,,,Stolen Motor Vehicle,Active/Pending
10083,2023-00053585,,,,,,DWI/DUI,Arrest
10084,2023-00053631,,,,,,Injured/Sick Person,CBE
10085,2023-00053634,,,,,,DWI/DUI,Arrest
10086,2023-00053996,,,,,,Trespassing,Active/Pending
10087,2023-00054005,,,,,,Assist Other Agency / Robbery,CBE
10088,2023-00054006,,,,,,Dept Property Damage/Loss,CBE
10089,2023-00054020,,,,,,Sex Offense (Title IX Related),CBE
10090,2023-00054101,,,,,,Vandalism,Active/Pending
10091,2023-00054159,,,,,,DWI/DUI,Arrest
10092,2023-00054231,,,,,,Accident,CBE
10093,2023-00054248,,,,,,Accident - Departmental,CBE
10094,2023-00054251,,,,,,Damage to State Property,CBE
10095,2023-00054287,,,,,,Recovered Stolen Motor Vehicle,Warrant Issued
10096,2023-00054294,,,,,,Stolen Motor Vehicle,Warrant Issued
10097,2023-00054467,,,,,,DWI/DUI,Arrest
10098,2023-00054513,,,,,,Theft,Investigation Pending
10099,2023-00054558,,,,,,Theft,Investigation Pending
10100,2023-00054649,,,,,,Lost Property,CBE
10101,2023-00054686,,,,,,Extortion (Title IX Related),Active/Pending
10102,2023-00054874,,,,,,Theft from Auto,Investigation Pending
10103,2023-00054899,,,,,,Vandalism,CBE
10104,2023-00054904,,,,,,Warrant/Summons Service,Arrest
10105,2023-00054958,,,,,,Extortion,Active/Pending
10106,2023-00055101,,,,,,Assist Other Agency / Other,Active/Pending
10107,2023-00055154,,,,,,Suspicious Person/Auto,Active/Pending
10108,2023-00055167,,,,,,Theft,Warrant Issued
10109,2023-00055179,,,,,,Vandalism,Active/Pending
10110,2023-00055223,,,,,,Suspicious Person/Auto,Active/Pending
10111,2023-00055228,,,,,,Theft,Warrant Issued
10112,2023-00055254,,,,,,Theft,Investigation Pending
10113,2023-00055261,,,,,,Recovered Stolen Motor Vehicle,Arrest
10114,2023-00055298,,,,,,Other Incident,CBE
10115,2023-00055428,,,,,,Other Incident,CBE
10116,2023-00055666,,,,,,Assist Other Agency / Other,Active/Pending
10117,2023-00055667,,,,,,Other Incident,Active/Pending
10118,2023-00055678,,,,,,Check on the Welfare,CBE
10119,2023-00056005,,,,,,Trespassing,Arrest
10120,2023-00056209,,,,,,Assist Other Agency / Other,CBE
10121,2023-00056245,,,,,,Assault,Active/Pending
10122,2023-00056250,,,,,,Damage to State Property,Active/Pending
10123,2023-00056310,,,,,,DWI/DUI,Arrest
10124,2023-00056384,,,,,,Trespassing,Arrest
10125,2023-00056390,,,,,,Other Incident,CBE
10126,2023-00056573,,,,,,DWI/DUI,Arrest
10127,2023-00056581,,,,,,Suspicious Person/Auto,CBE
10128,2023-00056590,,,,,,Suspicious Person/Auto,CBE
10129,2023-00056783,,,,,,Fire,Active/Pending
10130,2023-00056817,,,,,,Theft,Arrest
10131,2023-00056843,,,,,,Assault,Unfounded
10132,2023-00056848,,,,,,Suspicious Activity,CBE
10133,2023-00056854,,,,,,Theft,Active/Pending
10134,2023-00056880,,,,,,Trespassing,Arrest
10135,2023-00056884,,,,,,Injured/Sick Person,CBE
10136,2023-00056992,,,,,,Theft,Summons Issued
10137,2023-00057236,,,,,,Theft,Investigation Pending
10138,2023-00057277,,,,,,Recovered Stolen Property,CBE
10139,2023-00057300,,,,,,Assist Other Agency (Title IX Related) / Title IX Incident Non Criminal,CBE
10140,2023-00057472,,,,,,Assist Other Agency / Carjacking,Active/Pending
10141,2023-00057640,,,,,,Recovered Stolen Motor Vehicle,Arrest
10142,2023-00057648,,,,,,Assault,Arrest
10143,2023-00057666,,,,,,Robbery,Active/Pending
10144,2023-00057673,,,,,,Fraud,Arrest
10145,2023-00057826,,,,,,Injured/Sick Person,CBE
10146,2023-00057931,,,,,,Stolen Motor Vehicle,CBE
10147,2023-00057985,,,,,,DWI/DUI,Arrest
10148,2023-00058042,,,,,,Trespassing,Arrest
10149,2023-00058770,,,,,,Damage to State Property,Active/Pending
10150,2023-00059100,,,,,,Other Incident,CBE
10151,2023-00059112,,,,,,Lost Property,CBE
10152,2023-00059130,,,,,,Damage to State Property,CBE
10153,2023-00059661,,,,,,DWI/DUI,Arrest
10154,2023-00059670,,,,,,Injured/Sick Person,CBE
10155,2023-00059672,,,,,,DWI/DUI,Arrest
10156,2023-00059675,,,,,,DWI/DUI,Arrest
10157,2023-00059869,,,,,,Other Incident,Investigation Pending
10158,2023-00059906,,,,,,Injured/Sick Person,CBE
10159,2023-00059916,,,,,,Injured/Sick Person,CBE
10160,2023-00060034,,,,,,Injured/Sick Person,CBE
10161,2023-00060272,,,,,,Warrant/Summons Service,Arrest
10162,2023-00060294,,,,,,Suicide,CBE
10163,2023-00060295,,,,,,Theft,Unfounded
10164,2023-00060334,,,,,,Damage to State Property,CBE
10165,2023-00060539,,,,,,Injured/Sick Person,CBE
10166,2023-00060660,,,,,,Suspicious Activity,CBE
10167,2023-00061383,,,,,,Suspicious Activity,CBE
10168,2023-00061619,,,,,,Suspicious Activity,CBE
10169,2023-00061652,,,,,,Damage to State Property,Active/Pending
10170,2023-00061878,,,,,,Assist Other Agency / Other,CBE
10171,2023-00061892,,,,,,DWI/DUI,Arrest
10172,2023-00062116,,,,,,Injured/Sick Person,CBE
10173,2023-00062215,,,,,,DWI/DUI,Arrest
10174,2023-00062309,,,,,,Injured/Sick Person,CBE
10175,2023-00062320,,,,,,Vandalism,CBE
10176,2023-00062402,,,,,,Other Incident,Investigation Pending
10177,2023-00062565,,,,,,Other Incident,CBE
10178,2023-00062818,,,,,,Other Incident,Investigation Pending
10179,2023-00062971,,,,,,Title IX Incident Non Criminal,CBE
10180,2023-00062985,,,,,,Theft,Unfounded
10181,2023-00063403,,,,,,Recovered Stolen Motor Vehicle,Arrest
10182,2023-00063422,,,,,,Injured/Sick Person,CBE
10183,2023-00063440,,,,,,Recovered Stolen Motor Vehicle,CBE
10184,2023-00063545,,,,,,Injured/Sick Person,CBE
10185,2023-00063592,,,,,,Injured/Sick Person,CBE
10186,2023-00063593,,,,,,Emergency Petition,CBE
10187,2023-00063596,,,,,,Theft,CBE
10188,2023-00063699,,,,,,Robbery,Active/Pending
10189,2023-00063877,,,,,,Other Incident,CBE
10190,2023-00063879,,,,,,Animal Complaint,CBE
10191,2023-00063884,,,,,,Assist Other Agency / Other,CBE
10192,2023-00063990,,,,,,Pedestrian Struck,CBE
10193,2023-00064079,,,,,,DWI/DUI,Arrest
10194,2023-00064169,,,,,,Theft,Investigation Pending
10195,2023-00064187,,,,,,Theft,Investigation Pending
10196,2023-00064289,,,,,,Burglary,Investigation Pending
10197,2023-00064290,,,,,,Theft,Arrest
10198,2023-00064291,,,,,,Theft,Investigation Pending
10199,2023-00064414,,,,,,DWI/DUI,Arrest
10200,2023-00064894,,,,,,Hazardous Condition,CBE
10201,2023-00064935,,,,,,CDS Violation,Arrest
10202,2023-00065027,,,,,,DWI/DUI,Arrest
10203,2023-00065033,,,,,,Assault,CBE
10204,2023-00065221,,,,,,Stolen Motor Vehicle,Investigation Pending
10205,2023-00065253,,,,,,Extortion,CBE
10206,2023-00065271,,,,,,Vandalism,Warrant Issued
10207,2023-00065281,,,,,,Other Incident,CBE
10208,2023-00065538,,,,,,Vandalism,Investigation Pending
10209,2023-00065552,,,,,,Injured/Sick Person,CBE
10210,2023-00065627,,,,,,Injured/Sick Person,CBE
10211,2023-00065700,,,,,,Theft from Auto,Investigation Pending
10212,2023-00065925,,,,,,Theft,CBE
10213,2023-00065961,,,,,,Suspicious Activity,CBE
10214,2023-00066236,,,,,,Theft,Investigation Pending
10215,2023-00066282,,,,,,Stolen Motor Vehicle,Arrest
10216,2023-00066472,,,,,,DWI/DUI,Arrest
10217,2023-00066474,,,,,,DWI/DUI,Arrest
10218,2023-00066672,,,,,,Vehicle Tampering,Warrant Issued
10219,2023-00067143,,,,,,Other Incident,CBE
10220,2023-00067153,,,,,,Damage to State Property,Unfounded
10221,2023-00067263,,,,,,Theft,Investigation Pending
10222,2023-00067280,,,,,,Other Incident,CBE
10223,2023-00067624,,,,,,Theft,Investigation Pending
10224,2023-00067980,,,,,,Injured/Sick Person,CBE
10225,2023-00068001,,,,,,Suspicious Activity,Investigation Pending
10226,2023-00068209,,,,,,Theft,Active/Pending
10227,2023-00068323,,,,,,Assist Other Agency / Other,CBE
10228,2023-00068340,,,,,,Peeping Tom (Title IX Related),CBE
10229,2023-00068464,,,,,,Theft,Investigation Pending
10230,2023-00068685,,,,,,Other Incident,CBE
10231,2023-00069114,,,,,,Stolen Motor Vehicle,Investigation Pending
10232,2023-00069194,,,,,,Injured/Sick Person,CBE
10233,2023-00069256,,,,,,Found/Recovered Property,Active/Pending
10234,2023-00069280,,,,,,Suspicious Person/Auto,CBE
10235,2023-00069285,,,,,,DWI/DUI,Arrest
10236,2023-00069351,,,,,,Fire,CBE
10237,2023-00069425,,,,,,Suspicious Activity,Active/Pending
10238,2023-00069460,,,,,,Lost Property,CBE
10239,2023-00069548,,,,,,Theft from Auto,Investigation Pending
10240,2023-00069672,,,,,,Assist Other Agency / Robbery,CBE
10241,2023-00069997,,,,,,Injured/Sick Person,CBE
10242,2023-00070043,,,,,,Theft,Investigation Pending
10243,2023-00070644,,,,,,Theft,Investigation Pending
10244,2023-00070650,,,,,,Domestic,CBE
10245,2023-00070663,,,,,,Fraud,Unfounded
10246,2023-00070678,,,,,,Theft,Investigation Pending
10247,2023-00070809,,,,,,Warrant/Summons Service,Arrest
10248,2023-00070812,,,,,,DWI/DUI,Arrest
10249,2023-00070990,,,,,,Injured/Sick Person,CBE
10250,2023-00071024,,,,,,Theft,Investigation Pending
10251,2023-00071030,,,,,,Theft from Auto,Unfounded
10252,2023-00071246,,,,,,DWI/DUI,Arrest
10253,2023-00071420,,,,,,Assist Other Agency / Assault,CBE
10254,2023-00071422,,,,,,Recovered Stolen Motor Vehicle,Arrest
10255,2023-00071589,,,,,,DWI/DUI,Arrest
10256,2023-00072251,,,,,,Dept Property Damage/Loss,Active/Pending
10257,2023-00072401,,,,,,Stolen Motor Vehicle,Investigation Pending
10258,2023-00072408,,,,,,Assist Other Agency / Theft,CBE
10259,2023-00072691,,,,,,Assault,CBE
10260,2023-00072699,,,,,,Stolen Motor Vehicle,Investigation Pending
10261,2023-00072714,,,,,,Theft,Investigation Pending
10262,2023-00072774,,,,,,Theft,Investigation Pending
10263,2023-00073103,,,,,,Assist Other Agency / Death Investigation,CBE
10264,2023-00073316,,,,,,Dept Property Damage/Loss,CBE
10265,2023-00073376,,,,,,Theft from Auto,Investigation Pending
10266,2023-00073388,,,,,,Injured Officer,CBE
10267,2023-00073389,,,,,,Theft,Warrant Issued
10268,2023-00073668,,,,,,Emergency Petition,CBE
10269,2023-00073682,,,,,,Injured/Sick Person,CBE
10270,2023-00073703,,,,,,Assist Other Agency / Robbery,CBE
10271,2023-00073885,,,,,,DWI/DUI,Arrest
10272,2023-00074239,,,,,,DWI/DUI,Arrest
10273,2023-00074317,,,,,,Theft,Investigation Pending
10274,2023-00074374,,,,,,Injured Officer,CBE
10275,2023-00074400,,,,,,Vandalism,Arrest
10276,2023-00074459,,,,,,Other Incident,CBE
10277,2023-00074549,,,,,,DWI/DUI,Arrest
10278,2023-00074624,,,,,,Injured/Sick Person,CBE
10279,2023-00074819,,,,,,Assist Other Agency / Other,CBE
10280,2023-00074888,,,,,,DWI/DUI,Arrest
10281,2023-00074990,,,,,,Hazardous Condition,CBE
10282,2023-00075048,,,,,,Assist Fire Department,CBE
10283,2023-00075101,,,,,,Damage to State Property,CBE
10284,2023-00075123,,,,,,Assist Other Agency (Title IX Related) / Indecent Exposure,CBE
10285,2023-00075127,,,,,,Recovered Stolen Property,CBE
10286,2023-00075360,,,,,,Warrant/Summons Service,Arrest
10287,2023-00075399,,,,,,Injured/Sick Person,CBE
10288,2023-00075423,,,,,,Assist Other Agency / Other,CBE
10289,2023-00075659,,,,,,Theft,Arrest
10290,2023-00075714,,,,,,Trespassing,CBE
10291,2023-00075715,,,,,,Assist Other Agency / Indecent Exposure,CBE
10292,2023-00075717,,,,,,DWI/DUI,Arrest
10293,2023-00075719,,,,,,Theft,Investigation Pending
10294,2023-00075751,,,,,,Stolen Motor Vehicle,CBE
10295,2023-00075770,,,,,,Assist Other Agency / Other,CBE
10296,2023-00075785,,,,,,Injured/Sick Person,CBE
10297,2023-00075811,,,,,,Trespassing,Arrest
10298,2023-00075851,,,,,,Injured/Sick Person,CBE
10299,2023-00075858,,,,,,Injured/Sick Person,CBE
10300,2023-00075983,,,,,,Injured/Sick Person,CBE
10301,2023-00076060,,,,,,Injured/Sick Person,CBE
10302,2023-00076088,,,,,,Check on the Welfare,CBE
10303,2023-00076217,,,,,,Assist Other Agency / Shoplifter,CBE
10304,2023-00076252,,,,,,Check on the Welfare,CBE
10305,2023-00076297,,,,,,Assist Other Agency / Theft,CBE
10306,2023-00076310,,,,,,Stolen Motor Vehicle,Active/Pending
10307,2023-00076366,,,,,,Other Incident,CBE
10308,2023-00076552,,,,,,Recovered Stolen Property,Investigation Pending
10309,2023-00076554,,,,,,Other Incident,Active/Pending
10310,2023-00076607,,,,,,Theft,Investigation Pending
10311,2023-00076629,,,,,,Hate Bias Incident,Active/Pending
10312,2023-00076694,,,,,,Theft,Investigation Pending
10313,2023-00076877,,,,,,Animal Complaint,CBE
10314,2023-00076915,,,,,,Assist Other Agency / Burglary,Active/Pending
10315,2023-00076920,,,,,,Injured/Sick Person,CBE
10316,2023-00076938,,,,,,Theft,Investigation Pending
10317,2023-00076946,,,,,,Dept Property Damage/Loss,Active/Pending
10318,2023-00077011,,,,,,Disorderly Conduct,CBE
10319,2023-00077042,,,,,,Injured/Sick Person,CBE
10320,2023-00077186,,,,,,Suspicious Person/Auto,CBE
10321,2023-00077187,,,,,,Other Incident,Active/Pending
10322,2023-00077199,,,,,,Assist Other Agency / Assault,Active/Pending
10323,2023-00077227,,,,,,Theft from Auto,Arrest
10324,2023-00077229,,,,,,Hazardous Condition,CBE
10325,2023-00077308,,,,,,DWI/DUI,Arrest
10326,2023-00077320,,,,,,Suspicious Person/Auto,CBE
10327,2023-00077323,,,,,,Fraud,Investigation Pending
10328,2023-00077563,,,,,,Theft,Investigation Pending
10329,2023-00077566,,,,,,Telephone/EMail Misuse,Active/Pending
10330,2023-00077595,,,,,,Extortion,CBE
10331,2023-00077619,,,,,,Fraud,Arrest
10332,2023-00077666,,,,,,Theft,Investigation Pending
10333,2023-00077748,,,,,,Injured/Sick Person,CBE
10334,2023-00077767,,,,,,Injured/Sick Person,CBE
10335,2023-00077780,,,,,,Stolen Motor Vehicle,Investigation Pending
10336,2023-00077834,,,,,,Vandalism,Active/Pending
10337,2023-00077860,,,,,,Assault,Investigation Pending
10338,2023-00077879,,,,,,Hate Bias Incident,Active/Pending
10339,2023-00077946,,,,,,Dept Property Damage/Loss,CBE
10340,2023-00078005,,,,,,Harassment/Stalking,Active/Pending
10341,2023-00078050,,,,,,Disorderly Conduct,Arrest
10342,2023-00078090,,,,,,Alcohol Violation,Arrest
10343,2023-00078099,,,,,,Injured/Sick Person,CBE
10344,2023-00078100,,,,,,Emergency Petition,CBE
10345,2023-00078203,,,,,,Domestic,CBE
10346,2023-00078320,,,,,,Injured/Sick Person,CBE
10347,2023-00078376,,,,,,Assault,CBE
10348,2023-00078400,,,,,,Other Service Call,CBE
10349,2023-00078401,,,,,,Injured/Sick Person,CBE
10350,2023-00078406,,,,,,Injured/Sick Person,CBE
10351,2023-00078537,,,,,,Other Incident,CBE
10352,2023-00078652,,,,,,Injured/Sick Person,CBE
10353,2023-00078653,,,,,,Theft,Investigation Pending
10354,2023-00078937,,,,,,Theft,Investigation Pending
10355,2023-00078967,,,,,,CDS Violation,Juvenile Arrest
10356,2023-00079007,,,,,,Emergency Petition,CBE
10357,2023-00079190,,,,,,Theft,Investigation Pending
10358,2023-00079228,,,,,,Fraud,CBE
10359,2023-00079252,,,,,,Other Incident,Active/Pending
10360,2023-00079257,,,,,,Theft,Investigation Pending
10361,2023-00079260,,,,,,Peeping Tom (Title IX Related),Investigation Pending
10362,2023-00079286,,,,,,Injured/Sick Person,CBE
10363,2023-00079290,,,,,,Injured/Sick Person,CBE
10364,2023-00079343,,,,,,Injured/Sick Person,CBE
10365,2023-00079456,,,,,,Injured/Sick Person,CBE
10366,2023-00079636,,,,,,CDS Violation,CBE
10367,2023-00079670,,,,,,Burglary,Investigation Pending
10368,2023-00079735,,,,,,Theft,Investigation Pending
10369,2023-00079747,,,,,,Theft,Active/Pending
10370,2023-00079759,,,,,,Stolen Motor Vehicle,Active/Pending
10371,2023-00079761,,,,,,Assist Other Agency / Trespassing,CBE
10372,2023-00079762,,,,,,Theft,Active/Pending
10373,2023-00079763,,,,,,Other Incident,Active/Pending
10374,2023-00079781,,,,,,Injured/Sick Person,CBE
10375,2023-00079819,,,,,,Injured/Sick Person,CBE
10376,2023-00079921,,,,,,Alcohol Violation,Arrest
10377,2023-00079926,,,,,,Emergency Petition,CBE
10378,2023-00079993,,,,,,Injured/Sick Person,CBE
10379,2023-00080059,,,,,,Injured/Sick Person,CBE
10380,2023-00080062,,,,,,Injured/Sick Person,CBE
10381,2023-00080066,,,,,,Injured/Sick Person,CBE
10382,2023-00080068,,,,,,Theft,Investigation Pending
10383,2023-00080076,,,,,,Check on the Welfare,CBE
10384,2023-00080079,,,,,,Theft,Active/Pending
10385,2023-00080152,,,,,,Injured/Sick Person,CBE
10386,2023-00080220,,,,,,Dept Property Damage/Loss,Active/Pending
10387,2023-00080228,,,,,,Injured/Sick Person,CBE
10388,2023-00080263,,,,,,Disorderly Conduct,Arrest
10389,2023-00080266,,,,,,Burglary,Investigation Pending
10390,2023-00080309,,,,,,Theft,Investigation Pending
10391,2023-00080399,,,,,,Alcohol Violation,CBE
10392,2023-00080404,,,,,,Injured/Sick Person,CBE
10393,2023-00080405,,,,,,Theft,Investigation Pending
10394,2023-00080413,,,,,,Theft,Active/Pending
10395,2023-00080447,,,,,,Injured/Sick Person,CBE
10396,2023-00080453,,,,,,Disorderly Conduct,Arrest
10397,2023-00080457,,,,,,Injured/Sick Person,CBE
10398,2023-00080467,,,,,,Injured/Sick Person,CBE
10399,2023-00080471,,,,,,Assist Other Agency / Check on the Welfare,CBE
10400,2023-00080780,,,,,,Vandalism,Active/Pending
10401,2023-00080853,,,,,,Dept Property Damage/Loss,CBE
