row_number,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
7912,2023-00042594,,,,,,DWI/DUI,Arrest
7913,2023-00042688,,,,,,Theft,Investigation Pending
7914,2023-00042702,,,,,,Theft,Unfounded
7915,2023-00042811,,,,,,Theft,Investigation Pending
7916,2023-00042907,,,,,,DWI/DUI,Arrest
7917,2023-00042916,,,,,,Vandalism,Arrest
7918,2023-00043040,,,,,,Vandalism,Active/Pending
7919,2023-00043048,,,,,,Injured/Sick Person,CBE
7920,2023-00043183,,,,,,Vandalism,Active/Pending
7921,2023-00043210,,,,,,Injured/Sick Person,CBE
7922,2023-00043300,,,,,,Injured/Sick Person,CBE
7923,2023-00043304,,,,,,Injured/Sick Person,CBE
7924,2023-00043405,,,,,,Injured/Sick Person,CBE
7925,2023-00043490,,,,,,Assist Other Agency / Suspicous Person/Auto,Active/Pending
7926,2023-00043496,,,,,,Theft,Active/Pending
7927,2023-00043546,,,,,,Theft,Active/Pending
7928,2023-00043591,,,,,,DWI/DUI,Arrest
7929,2023-00043605,,,,,,Vandalism,Investigation Pending
7930,2023-00043702,,,,,,Theft,Investigation Pending
7931,2023-00043730,,,,,,Injured/Sick Person,CBE
7932,2023-00043737,,,,,,Accident - Departmental,CBE
7933,2023-00043739,,,,,,Assault,CBE
7934,2023-00043740,,,,,,Theft,Arrest
7935,2023-00043746,,,,,,Assault,CBE
7936,2023-00043747,,,,,,Vandalism,Active/Pending
7937,2023-00043751,,,,,,Recovered Stolen Property,CBE
7938,2023-00043845,,,,,,Resisting Arrest,Arrest
7939,2023-00043847,,,,,,Injured/Sick Person,CBE
7940,2023-00043993,,,,,,Theft,Active/Pending
7941,2023-00044017,,,,,,Theft,Active/Pending
7942,2023-00044158,,,,,,Theft,Arrest
7943,2023-00044262,,,,,,Vandalism,Investigation Pending
7944,2023-00044274,,,,,,Sex Offense,Arrest
7945,2023-00044277,,,,,,Theft,Active/Pending
7946,2023-00044287,,,,,,Theft,Investigation Pending
7947,2023-00044335,,,,,,Lost Property,CBE
7948,2023-00044387,,,,,,Theft,Active/Pending
7949,2023-00044407,,,,,,Overdose,Summons Issued
7950,2023-00044419,,,,,,Injured/Sick Person,CBE
7951,2023-00044508,,,,,,Theft,Investigation Pending
7952,2023-00044514,,,,,,Injured Officer,CBE
7953,2023-00044527,,,,,,Theft,Investigation Pending
7954,2023-00044530,,,,,,Theft,Investigation Pending
7955,2023-00044587,,,,,,Harassment/Stalking (Title IX Related),CBE
7956,2023-00044848,,,,,,Theft,Active/Pending
7957,2023-00044854,,,,,,Fire,Investigation Pending
7958,2023-00044981,,,,,,Vandalism,Active/Pending
7959,2023-00045063,,,,,,DWI/DUI,Arrest
7960,2023-00045171,,,,,,Vandalism,Arrest
7961,2023-00045197,,,,,,Injured/Sick Person,CBE
7962,2023-00045458,,,,,,Theft,Investigation Pending
7963,2023-00045527,,,,,,Dept Property Damage/Loss,CBE
7964,2023-00045605,,,,,,Injured/Sick Person,CBE
7965,2023-00045776,,,,,,Dept Property Damage/Loss,CBE
7966,2023-00045812,,,,,,Other Incident,CBE
7967,2023-00045822,,,,,,Trespassing,Arrest
7968,2023-00045830,,,,,,Vandalism,Investigation Pending
7969,2023-00046003,,,,,,Theft,Arrest
7970,2023-00046070,,,,,,Injured/Sick Person,CBE
7971,2023-00046370,,,,,,Theft,Investigation Pending
7972,2023-00046377,,,,,,Damage to State Property,Active/Pending
7973,2023-00046534,,,,,,Assist Other Agency / Robbery,CBE
7974,2023-00046676,,,,,,Emergency Petition,CBE
7975,2023-00047003,,,,,,Emergency Petition,CBE
7976,2023-00047074,,,,,,Warrant/Summons Service,Arrest
7977,2023-00047223,,,,,,Fire,CBE
7978,2023-00047308,,,,,,Vandalism,Active/Pending
7979,2023-00047488,,,,,,DWI/DUI,Arrest
7980,2023-00047934,,,,,,Burglary,Investigation Pending
7981,2023-00048009,,,,,,Death Investigation,CBE
7982,2023-00048150,,,,,,Assault,CBE
7983,2023-00048288,,,,,,Suspicious Person/Auto,Active/Pending
7984,2023-00048375,,,,,,Other Incident,CBE
7985,2023-00048495,,,,,,Death Investigation,Active/Pending
7986,2023-00048499,,,,,,Vandalism,Investigation Pending
7987,2023-00048578,,,,,,Theft,Active/Pending
7988,2023-00048580,,,,,,Vandalism,Investigation Pending
7989,2023-00048621,,,,,,Injured/Sick Person,CBE
7990,2023-00048900,,,,,,Injured/Sick Person,CBE
7991,2023-00048913,,,,,,Vandalism,Investigation Pending
7992,2023-00048996,,,,,,Damaged Property,CBE
7993,2023-00049278,,,,,,Damage to State Property,Active/Pending
7994,2023-00049292,,,,,,Injured/Sick Person,CBE
7995,2023-00049741,,,,,,Assault,Arrest
7996,2023-00049900,,,,,,Theft,Arrest
7997,2023-00049946,,,,,,Emergency Petition,CBE
7998,2023-00050065,,,,,,Assist Other Agency / Other,CBE
7999,2023-00050066,,,,,,Theft,Investigation Pending
8000,2023-00050153,,,,,,Threat Assessment,Active/Pending
8001,2023-00050383,,,,,,Theft,Arrest
8002,2023-00050427,,,,,,Damage to State Property,Active/Pending
8003,2023-00050508,,,,,,Suspicious Activity,Active/Pending
8004,2023-00050696,,,,,,Harassment/Stalking (Title IX Related),CBE
8005,2023-00050928,,,,,,Assist Other Agency / Theft,CBE
8006,2023-00051026,,,,,,Theft,Investigation Pending
8007,2023-00051159,,,,,,Assist Other Agency / Assault,Active/Pending
8008,2023-00051366,,,,,,Vandalism,Investigation Pending
8009,2023-00051446,,,,,,Injured/Sick Person,CBE
8010,2023-00051517,,,,,,Suspicious Person/Auto,CBE
8011,2023-00051587,,,,,,Assist Other Agency (Title IX Related) / Indecent Exposure,Active/Pending
8012,2023-00051609,,,,,,Assist Fire Department,Active/Pending
8013,2023-00051684,,,,,,Dept Property Damage/Loss,Active/Pending
8014,2023-00051775,,,,,,CDS Violation,Arrest
8015,2023-00052026,,,,,,Damage to State Property,Active/Pending
8016,2023-00052030,,,,,,Suspicious Activity,Active/Pending
8017,2023-00052083,,,,,,Injured Officer,CBE
8018,2023-00052291,,,,,,Lost Property,CBE
8019,2023-00052345,,,,,,Assist Other Agency / Other,CBE
8020,2023-00052346,,,,,,Emergency Petition,CBE
8021,2023-00052645,,,,,,Assist Other Agency / Shoplifter,CBE
8022,2023-00052649,,,,,,Theft,Investigation Pending
8023,2023-00052666,,,,,,Suspicious Person/Auto,Active/Pending
8024,2023-00052794,,,,,,DWI/DUI,Arrest
8025,2023-00052853,,,,,,Theft,Investigation Pending
8026,2023-00052978,,,,,,Vandalism,Active/Pending
8027,2023-00053244,,,,,,Other Incident,Active/Pending
8028,2023-00053354,,,,,,Stolen Motor Vehicle,Active/Pending
8029,2023-00053585,,,,,,DWI/DUI,Arrest
8030,2023-00053631,,,,,,Injured/Sick Person,CBE
8031,2023-00053634,,,,,,DWI/DUI,Arrest
8032,2023-00053996,,,,,,Trespassing,Active/Pending
8033,2023-00054005,,,,,,Assist Other Agency / Robbery,CBE
8034,2023-00054006,,,,,,Dept Property Damage/Loss,CBE
8035,2023-00054020,,,,,,Sex Offense (Title IX Related),CBE
8036,2023-00054101,,,,,,Vandalism,Active/Pending
8037,2023-00054159,,,,,,DWI/DUI,Arrest
8038,2023-00054231,,,,,,Accident,CBE
8039,2023-00054248,,,,,,Accident - Departmental,CBE
8040,2023-00054251,,,,,,Damage to State Property,CBE
8041,2023-00054287,,,,,,Recovered Stolen Motor Vehicle,Warrant Issued
8042,2023-00054294,,,,,,Stolen Motor Vehicle,Warrant Issued
8043,2023-00054467,,,,,,DWI/DUI,Arrest
8044,2023-00054513,,,,,,Theft,Investigation Pending
8045,2023-00054558,,,,,,Theft,Investigation Pending
8046,2023-00054649,,,,,,Lost Property,CBE
8047,2023-00054686,,,,,,Extortion (Title IX Related),Active/Pending
8048,2023-00054874,,,,,,Theft from Auto,Investigation Pending
8049,2023-00054899,,,,,,Vandalism,CBE
8050,2023-00054904,,,,,,Warrant/Summons Service,Arrest
8051,2023-00054958,,,,,,Extortion,Active/Pending
8052,2023-00055101,,,,,,Assist Other Agency / Other,Active/Pending
8053,2023-00055154,,,,,,Suspicious Person/Auto,Active/Pending
8054,2023-00055167,,,,,,Theft,Warrant Issued
8055,2023-00055179,,,,,,Vandalism,Active/Pending
8056,2023-00055223,,,,,,Suspicious Person/Auto,Active/Pending
8057,2023-00055228,,,,,,Theft,Warrant Issued
8058,2023-00055254,,,,,,Theft,Investigation Pending
8059,2023-00055261,,,,,,Recovered Stolen Motor Vehicle,Arrest
8060,2023-00055298,,,,,,Other Incident,CBE
8061,2023-00055428,,,,,,Other Incident,CBE
8062,2023-00055666,,,,,,Assist Other Agency / Other,Active/Pending
8063,2023-00055667,,,,,,Other Incident,Active/Pending
8064,2023-00055678,,,,,,Check on the Welfare,CBE
8065,2023-00056005,,,,,,Trespassing,Arrest
8066,2023-00056209,,,,,,Assist Other Agency / Other,CBE
8067,2023-00056245,,,,,,Assault,Active/Pending
8068,2023-00056250,,,,,,Damage to State Property,Active/Pending
8069,2023-00056310,,,,,,DWI/DUI,Arrest
8070,2023-00056384,,,,,,Trespassing,Arrest
8071,2023-00056390,,,,,,Other Incident,CBE
8072,2023-00056573,,,,,,DWI/DUI,Arrest
8073,2023-00056581,,,,,,Suspicious Person/Auto,CBE
8074,2023-00056590,,,,,,Suspicious Person/Auto,CBE
8075,2023-00056783,,,,,,Fire,Active/Pending
8076,2023-00056817,,,,,,Theft,Arrest
8077,2023-00056843,,,,,,Assault,Unfounded
8078,2023-00056848,,,,,,Suspicious Activity,CBE
8079,2023-00056854,,,,,,Theft,Active/Pending
8080,2023-00056880,,,,,,Trespassing,Arrest
8081,2023-00056884,,,,,,Injured/Sick Person,CBE
8082,2023-00056992,,,,,,Theft,Summons Issued
8083,2023-00057236,,,,,,Theft,Investigation Pending
8084,2023-00057277,,,,,,Recovered Stolen Property,CBE
8085,2023-00057300,,,,,,Assist Other Agency (Title IX Related) / Title IX Incident Non Criminal,CBE
8086,2023-00057472,,,,,,Assist Other Agency / Carjacking,Active/Pending
8087,2023-00057640,,,,,,Recovered Stolen Motor Vehicle,Arrest
8088,2023-00057648,,,,,,Assault,Arrest
8089,2023-00057666,,,,,,Robbery,Active/Pending
8090,2023-00057673,,,,,,Fraud,Arrest
8091,2023-00057826,,,,,,Injured/Sick Person,CBE
8092,2023-00057931,,,,,,Stolen Motor Vehicle,CBE
8093,2023-00057985,,,,,,DWI/DUI,Arrest
8094,2023-00058042,,,,,,Trespassing,Arrest
8095,2023-00058770,,,,,,Damage to State Property,Active/Pending
8096,2023-00059100,,,,,,Other Incident,CBE
8097,2023-00059112,,,,,,Lost Property,CBE
8098,2023-00059130,,,,,,Damage to State Property,CBE
8099,2023-00059661,,,,,,DWI/DUI,Arrest
8100,2023-00059670,,,,,,Injured/Sick Person,CBE
8101,2023-00059672,,,,,,DWI/DUI,Arrest
8102,2023-00059675,,,,,,DWI/DUI,Arrest
8103,2023-00059869,,,,,,Other Incident,Investigation Pending
8104,2023-00059906,,,,,,Injured/Sick Person,CBE
8105,2023-00059916,,,,,,Injured/Sick Person,CBE
8106,2023-00060034,,,,,,Injured/Sick Person,CBE
8107,2023-00060272,,,,,,Warrant/Summons Service,Arrest
8108,2023-00060294,,,,,,Suicide,CBE
8109,2023-00060295,,,,,,Theft,Unfounded
8110,2023-00060334,,,,,,Damage to State Property,CBE
8111,2023-00060539,,,,,,Injured/Sick Person,CBE
8112,2023-00060660,,,,,,Suspicious Activity,CBE
8113,2023-00061383,,,,,,Suspicious Activity,CBE
8114,2023-00061619,,,,,,Suspicious Activity,CBE
8115,2023-00061652,,,,,,Damage to State Property,Active/Pending
8116,2023-00061878,,,,,,Assist Other Agency / Other,CBE
8117,2023-00061892,,,,,,DWI/DUI,Arrest
8118,2023-00062116,,,,,,Injured/Sick Person,CBE
8119,2023-00062215,,,,,,DWI/DUI,Arrest
8120,2023-00062309,,,,,,Injured/Sick Person,CBE
8121,2023-00062320,,,,,,Vandalism,CBE
8122,2023-00062402,,,,,,Other Incident,Investigation Pending
8123,2023-00062565,,,,,,Other Incident,CBE
8124,2023-00062818,,,,,,Other Incident,Investigation Pending
8125,2023-00062971,,,,,,Title IX Incident Non Criminal,CBE
8126,2023-00062985,,,,,,Theft,Unfounded
8127,2023-00063403,,,,,,Recovered Stolen Motor Vehicle,Arrest
8128,2023-00063422,,,,,,Injured/Sick Person,CBE
8129,2023-00063440,,,,,,Recovered Stolen Motor Vehicle,CBE
8130,2023-00063545,,,,,,Injured/Sick Person,CBE
8131,2023-00063592,,,,,,Injured/Sick Person,CBE
8132,2023-00063593,,,,,,Emergency Petition,CBE
8133,2023-00063596,,,,,,Theft,CBE
8134,2023-00063699,,,,,,Robbery,Active/Pending
8135,2023-00063877,,,,,,Other Incident,CBE
8136,2023-00063879,,,,,,Animal Complaint,CBE
8137,2023-00063884,,,,,,Assist Other Agency / Other,CBE
8138,2023-00063990,,,,,,Pedestrian Struck,CBE
8139,2023-00064079,,,,,,DWI/DUI,Arrest
8140,2023-00064169,,,,,,Theft,Investigation Pending
8141,2023-00064187,,,,,,Theft,Investigation Pending
8142,2023-00064289,,,,,,Burglary,Investigation Pending
8143,2023-00064290,,,,,,Theft,Arrest
8144,2023-00064291,,,,,,Theft,Investigation Pending
8145,2023-00064414,,,,,,DWI/DUI,Arrest
8146,2023-00064894,,,,,,Hazardous Condition,CBE
8147,2023-00064935,,,,,,CDS Violation,Arrest
8148,2023-00065027,,,,,,DWI/DUI,Arrest
8149,2023-00065033,,,,,,Assault,CBE
8150,2023-00065221,,,,,,Stolen Motor Vehicle,Investigation Pending
8151,2023-00065253,,,,,,Extortion,CBE
8152,2023-00065271,,,,,,Vandalism,Warrant Issued
8153,2023-00065281,,,,,,Other Incident,CBE
8154,2023-00065538,,,,,,Vandalism,Investigation Pending
8155,2023-00065552,,,,,,Injured/Sick Person,CBE
8156,2023-00065627,,,,,,Injured/Sick Person,CBE
8157,2023-00065700,,,,,,Theft from Auto,Investigation Pending
8158,2023-00065925,,,,,,Theft,CBE
8159,2023-00065961,,,,,,Suspicious Activity,CBE
8160,2023-00066236,,,,,,Theft,Investigation Pending
8161,2023-00066282,,,,,,Stolen Motor Vehicle,Arrest
8162,2023-00066472,,,,,,DWI/DUI,Arrest
8163,2023-00066474,,,,,,DWI/DUI,Arrest
8164,2023-00066672,,,,,,Vehicle Tampering,Warrant Issued
8165,2023-00067143,,,,,,Other Incident,CBE
8166,2023-00067153,,,,,,Damage to State Property,Unfounded
8167,2023-00067263,,,,,,Theft,Investigation Pending
8168,2023-00067280,,,,,,Other Incident,CBE
8169,2023-00067624,,,,,,Theft,Investigation Pending
8170,2023-00067980,,,,,,Injured/Sick Person,CBE
8171,2023-00068001,,,,,,Suspicious Activity,Investigation Pending
8172,2023-00068209,,,,,,Theft,Active/Pending
8173,2023-00068323,,,,,,Assist Other Agency / Other,CBE
8174,2023-00068340,,,,,,Peeping Tom (Title IX Related),CBE
8175,2023-00068464,,,,,,Theft,Investigation Pending
8176,2023-00068685,,,,,,Other Incident,CBE
8177,2023-00069114,,,,,,Stolen Motor Vehicle,Investigation Pending
8178,2023-00069194,,,,,,Injured/Sick Person,CBE
8179,2023-00069256,,,,,,Found/Recovered Property,Active/Pending
8180,2023-00069280,,,,,,Suspicious Person/Auto,CBE
8181,2023-00069285,,,,,,DWI/DUI,Arrest
8182,2023-00069351,,,,,,Fire,CBE
8183,2023-00069425,,,,,,Suspicious Activity,Active/Pending
8184,2023-00069460,,,,,,Lost Property,CBE
8185,2023-00069548,,,,,,Theft from Auto,Investigation Pending
8186,2023-00069672,,,,,,Assist Other Agency / Robbery,CBE
8187,2023-00069997,,,,,,Injured/Sick Person,CBE
8188,2023-00070043,,,,,,Theft,Investigation Pending
8189,2023-00070644,,,,,,Theft,Investigation Pending
8190,2023-00070650,,,,,,Domestic,CBE
8191,2023-00070663,,,,,,Fraud,Unfounded
8192,2023-00070678,,,,,,Theft,Investigation Pending
8193,2023-00070809,,,,,,Warrant/Summons Service,Arrest
8194,2023-00070812,,,,,,DWI/DUI,Arrest
8195,2023-00070990,,,,,,Injured/Sick Person,CBE
8196,2023-00071024,,,,,,Theft,Investigation Pending
8197,2023-00071030,,,,,,Theft from Auto,Unfounded
8198,2023-00071246,,,,,,DWI/DUI,Arrest
8199,2023-00071420,,,,,,Assist Other Agency / Assault,CBE
8200,2023-00071422,,,,,,Recovered Stolen Motor Vehicle,Arrest
8201,2023-00071589,,,,,,DWI/DUI,Arrest
8202,2023-00072251,,,,,,Dept Property Damage/Loss,Active/Pending
8203,2023-00072401,,,,,,Stolen Motor Vehicle,Investigation Pending
8204,2023-00072408,,,,,,Assist Other Agency / Theft,CBE
8205,2023-00072691,,,,,,Assault,CBE
8206,2023-00072699,,,,,,Stolen Motor Vehicle,Investigation Pending
8207,2023-00072714,,,,,,Theft,Investigation Pending
8208,2023-00072774,,,,,,Theft,Investigation Pending
8209,2023-00073103,,,,,,Assist Other Agency / Death Investigation,CBE
8210,2023-00073316,,,,,,Dept Property Damage/Loss,CBE
8211,2023-00073376,,,,,,Theft from Auto,Investigation Pending
8212,2023-00073388,,,,,,Injured Officer,CBE
8213,2023-00073389,,,,,,Theft,Warrant Issued
8214,2023-00073668,,,,,,Emergency Petition,CBE
8215,2023-00073682,,,,,,Injured/Sick Person,CBE
8216,2023-00073703,,,,,,Assist Other Agency / Robbery,CBE
8217,2023-00073885,,,,,,DWI/DUI,Arrest
8218,2023-00074239,,,,,,DWI/DUI,Arrest
8219,2023-00074317,,,,,,Theft,Investigation Pending
8220,2023-00074374,,,,,,Injured Officer,CBE
8221,2023-00074400,,,,,,Vandalism,Arrest
8222,2023-00074459,,,,,,Other Incident,CBE
8223,2023-00074549,,,,,,DWI/DUI,Arrest
8224,2023-00074624,,,,,,Injured/Sick Person,CBE
8225,2023-00074819,,,,,,Assist Other Agency / Other,CBE
8226,2023-00074888,,,,,,DWI/DUI,Arrest
8227,2023-00074990,,,,,,Hazardous Condition,CBE
8228,2023-00075048,,,,,,Assist Fire Department,CBE
8229,2023-00075101,,,,,,Damage to State Property,CBE
8230,2023-00075123,,,,,,Assist Other Agency (Title IX Related) / Indecent Exposure,CBE
8231,2023-00075127,,,,,,Recovered Stolen Property,CBE
8232,2023-00075360,,,,,,Warrant/Summons Service,Arrest
8233,2023-00075399,,,,,,Injured/Sick Person,CBE
8234,2023-00075423,,,,,,Assist Other Agency / Other,CBE
8235,2023-00075659,,,,,,Theft,Arrest
8236,2023-00075714,,,,,,Trespassing,CBE
8237,2023-00075715,,,,,,Assist Other Agency / Indecent Exposure,CBE
8238,2023-00075717,,,,,,DWI/DUI,Arrest
8239,2023-00075719,,,,,,Theft,Investigation Pending
8240,2023-00075751,,,,,,Stolen Motor Vehicle,CBE
8241,2023-00075770,,,,,,Assist Other Agency / Other,CBE
8242,2023-00075785,,,,,,Injured/Sick Person,CBE
8243,2023-00075811,,,,,,Trespassing,Arrest
8244,2023-00075851,,,,,,Injured/Sick Person,CBE
8245,2023-00075858,,,,,,Injured/Sick Person,CBE
8246,2023-00075983,,,,,,Injured/Sick Person,CBE
8247,2023-00076060,,,,,,Injured/Sick Person,CBE
8248,2023-00076088,,,,,,Check on the Welfare,CBE
8249,2023-00076217,,,,,,Assist Other Agency / Shoplifter,CBE
8250,2023-00076252,,,,,,Check on the Welfare,CBE
8251,2023-00076297,,,,,,Assist Other Agency / Theft,CBE
8252,2023-00076310,,,,,,Stolen Motor Vehicle,Active/Pending
8253,2023-00076366,,,,,,Other Incident,CBE
8254,2023-00076552,,,,,,Recovered Stolen Property,Investigation Pending
8255,2023-00076554,,,,,,Other Incident,Active/Pending
8256,2023-00076607,,,,,,Theft,Investigation Pending
8257,2023-00076629,,,,,,Hate Bias Incident,Active/Pending
8258,2023-00076694,,,,,,Theft,Investigation Pending
8259,2023-00076877,,,,,,Animal Complaint,CBE
8260,2023-00076915,,,,,,Assist Other Agency / Burglary,Active/Pending
8261,2023-00076920,,,,,,Injured/Sick Person,CBE
8262,2023-00076938,,,,,,Theft,Investigation Pending
8263,2023-00076946,,,,,,Dept Property Damage/Loss,Active/Pending
8264,2023-00077011,,,,,,Disorderly Conduct,CBE
8265,2023-00077042,,,,,,Injured/Sick Person,CBE
8266,2023-00077186,,,,,,Suspicious Person/Auto,CBE
8267,2023-00077187,,,,,,Other Incident,Active/Pending
8268,2023-00077199,,,,,,Assist Other Agency / Assault,Active/Pending
8269,2023-00077227,,,,,,Theft from Auto,Arrest
8270,2023-00077229,,,,,,Hazardous Condition,CBE
8271,2023-00077308,,,,,,DWI/DUI,Arrest
8272,2023-00077320,,,,,,Suspicious Person/Auto,CBE
8273,2023-00077323,,,,,,Fraud,Investigation Pending
8274,2023-00077563,,,,,,Theft,Investigation Pending
8275,2023-00077566,,,,,,Telephone/EMail Misuse,Active/Pending
8276,2023-00077595,,,,,,Extortion,CBE
8277,2023-00077619,,,,,,Fraud,Arrest
8278,2023-00077666,,,,,,Theft,Investigation Pending
8279,2023-00077748,,,,,,Injured/Sick Person,CBE
8280,2023-00077767,,,,,,Injured/Sick Person,CBE
8281,2023-00077780,,,,,,Stolen Motor Vehicle,Investigation Pending
8282,2023-00077834,,,,,,Vandalism,Active/Pending
8283,2023-00077860,,,,,,Assault,Investigation Pending
8284,2023-00077879,,,,,,Hate Bias Incident,Active/Pending
8285,2023-00077946,,,,,,Dept Property Damage/Loss,CBE
8286,2023-00078005,,,,,,Harassment/Stalking,Active/Pending
8287,2023-00078050,,,,,,Disorderly Conduct,Arrest
8288,2023-00078090,,,,,,Alcohol Violation,Arrest
8289,2023-00078099,,,,,,Injured/Sick Person,CBE
8290,2023-00078100,,,,,,Emergency Petition,CBE
8291,2023-00078203,,,,,,Domestic,CBE
8292,2023-00078320,,,,,,Injured/Sick Person,CBE
8293,2023-00078376,,,,,,Assault,CBE
8294,2023-00078400,,,,,,Other Service Call,CBE
8295,2023-00078401,,,,,,Injured/Sick Person,CBE
8296,2023-00078406,,,,,,Injured/Sick Person,CBE
8297,2023-00078537,,,,,,Other Incident,CBE
8298,2023-00078652,,,,,,Injured/Sick Person,CBE
8299,2023-00078653,,,,,,Theft,Investigation Pending
8300,2023-00078937,,,,,,Theft,Investigation Pending
8301,2023-00078967,,,,,,CDS Violation,Juvenile Arrest
8302,2023-00079007,,,,,,Emergency Petition,CBE
8303,2023-00079190,,,,,,Theft,Investigation Pending
8304,2023-00079228,,,,,,Fraud,CBE
8305,2023-00079252,,,,,,Other Incident,Active/Pending
8306,2023-00079257,,,,,,Theft,Investigation Pending
8307,2023-00079260,,,,,,Peeping Tom (Title IX Related),Investigation Pending
8308,2023-00079286,,,,,,Injured/Sick Person,CBE
8309,2023-00079290,,,,,,Injured/Sick Person,CBE
8310,2023-00079343,,,,,,Injured/Sick Person,CBE
8311,2023-00079456,,,,,,Injured/Sick Person,CBE
8312,2023-00079636,,,,,,CDS Violation,CBE
8313,2023-00079670,,,,,,Burglary,Investigation Pending
8314,2023-00079735,,,,,,Theft,Investigation Pending
8315,2023-00079747,,,,,,Theft,Active/Pending
8316,2023-00079759,,,,,,Stolen Motor Vehicle,Active/Pending
8317,2023-00079761,,,,,,Assist Other Agency / Trespassing,CBE
8318,2023-00079762,,,,,,Theft,Active/Pending
8319,2023-00079763,,,,,,Other Incident,Active/Pending
8320,2023-00079781,,,,,,Injured/Sick Person,CBE
8321,2023-00079819,,,,,,Injured/Sick Person,CBE
8322,2023-00079921,,,,,,Alcohol Violation,Arrest
8323,2023-00079926,,,,,,Emergency Petition,CBE
8324,2023-00079993,,,,,,Injured/Sick Person,CBE
8325,2023-00080059,,,,,,Injured/Sick Person,CBE
8326,2023-00080062,,,,,,Injured/Sick Person,CBE
